51,5
246,12
906,16
22,2
52128,3523
67366,732
1314,49
44606,2898
694,50
105792,12430
274,5
59,1
463,12
10,0
2039,26
117,1
2084,88
1,0
10,2
44,0
549,13
189618,4079
135,3
